Autor,Ort,Publikationstitel,Konferenzjahr,Referenzautor + Referenztitel,Referenzjahr,communityflag,memberreference,memberauthor,invalidflag
Albert Fleischmann,Metasonic AG Pfaffenhofen,From Subject-Phase Model Based Process Specifications to an Executable Workflow,2012,"Fleischmann, A., Stary, C. Whom to talk to? a stakeholder perspective on business process management",2011,1,1,1,0
Robert Gottanka,Metasonic AG Pfaffenhofen,ModelAsYouGo: (Re-) Design of S-BPM Process Models during Execution Time,2012,"Fleischmann, A., Schmidt, W., Stary, C., Obermeier, S., Börger, E. Subjektorientiertes Prozessmanagement",2011,1,1,1,0
Nils Meyer,Metasonic AG Pfaffenhofen,ModelAsYouGo: (Re-) Design of S-BPM Process Models during Execution Time,2012,"Fleischmann, A., Schmidt, W., Stary, C., Obermeier, S., Börger, E. Subjektorientiertes Prozessmanagement",2011,1,1,1,0
Robert Gottanka,Metasonic AG Pfaffenhofen,ModelAsYouGo: (Re-) Design of S-BPM Process Models during Execution Time,2012,"Nakamura, S., Tan, T., Hirayama, T., Kawai, H., Komiyama, S., Hosaka, S., Nakamura, M., Yuki, K. CGAA/EES at NEC Corporation, Powered by S-BPM: The Subject-Oriented BPM Development Technique Using Top-Down Approach",2011,1,0,1,0
Nils Meyer,Metasonic AG Pfaffenhofen,ModelAsYouGo: (Re-) Design of S-BPM Process Models during Execution Time,2012,"Nakamura, S., Tan, T., Hirayama, T., Kawai, H., Komiyama, S., Hosaka, S., Nakamura, M., Yuki, K. CGAA/EES at NEC Corporation, Powered by S-BPM: The Subject-Oriented BPM Development Technique Using Top-Down Approach",2011,1,0,1,0
Robert Gottanka,Metasonic AG Pfaffenhofen,ModelAsYouGo: (Re-) Design of S-BPM Process Models during Execution Time,2012,"Herrmann, C., Kurz, M. Adaptive Case Management: Supporting Knowledge Intensive Processes with IT Systems",2011,1,1,1,0
Nils Meyer,Metasonic AG Pfaffenhofen,ModelAsYouGo: (Re-) Design of S-BPM Process Models during Execution Time,2012,"Herrmann, C., Kurz, M. Adaptive Case Management: Supporting Knowledge Intensive Processes with IT Systems",2011,1,1,1,0
Robert Gottanka,Metasonic AG Pfaffenhofen,ModelAsYouGo: (Re-) Design of S-BPM Process Models during Execution Time,2012,"Oppl, S. Subject-Oriented Elicitation of Distributed Business Process Knowledge",2011,1,1,1,0
Nils Meyer,Metasonic AG Pfaffenhofen,ModelAsYouGo: (Re-) Design of S-BPM Process Models during Execution Time,2012,"Oppl, S. Subject-Oriented Elicitation of Distributed Business Process Knowledge",2011,1,1,1,0
Robert Gottanka,Metasonic AG Pfaffenhofen,ModelAsYouGo: (Re-) Design of S-BPM Process Models during Execution Time,2012,"Reichert, M., Dadam, P. ADEPTflex – Supporting Dynamic Changes of Workflows Without Loosing Control",1998,1,0,1,0
Nils Meyer,Metasonic AG Pfaffenhofen,ModelAsYouGo: (Re-) Design of S-BPM Process Models during Execution Time,2012,"Reichert, M., Dadam, P. ADEPTflex – Supporting Dynamic Changes of Workflows Without Loosing Control",1998,1,0,1,0
Matthias Lohrmann,Databases and Information Systems Institute University of Ulm,Modeling Business Objectives for Business Process Management,2012,"Fleischmann, A. What is S-BPM? In: Buchwald, H",2009,1,1,0,0
Manfred Reichert,Databases and Information Systems Institute University of Ulm,Modeling Business Objectives for Business Process Management,2012,"Fleischmann, A. What is S-BPM? In: Buchwald, H",2009,1,1,0,0
Matthias Lohrmann,Databases and Information Systems Institute University of Ulm,Modeling Business Objectives for Business Process Management,2012,"Hallerbach, A., Bauer, T., Reichert, M. Capturing variability in business process models: the Provop approach",2010,1,0,0,0
Manfred Reichert,Databases and Information Systems Institute University of Ulm,Modeling Business Objectives for Business Process Management,2012,"Hallerbach, A., Bauer, T., Reichert, M. Capturing variability in business process models: the Provop approach",2010,1,0,0,0
Matthias Lohrmann,Databases and Information Systems Institute University of Ulm,Modeling Business Objectives for Business Process Management,2012,"Li, C., Reichert, M., Wombacher, A. Mining business process variants: Challenges, scenarios, algorithms",2011,1,0,0,0
Manfred Reichert,Databases and Information Systems Institute University of Ulm,Modeling Business Objectives for Business Process Management,2012,"Li, C., Reichert, M., Wombacher, A. Mining business process variants: Challenges, scenarios, algorithms",2011,1,0,0,0
Matthias Lohrmann,Databases and Information Systems Institute University of Ulm,Modeling Business Objectives for Business Process Management,2012,"Lohrmann, M., Reichert, M. Understanding Business Process Quality",2012,1,0,0,0
Manfred Reichert,Databases and Information Systems Institute University of Ulm,Modeling Business Objectives for Business Process Management,2012,"Lohrmann, M., Reichert, M. Understanding Business Process Quality",2012,1,0,0,0
Matthias Lohrmann,Databases and Information Systems Institute University of Ulm,Modeling Business Objectives for Business Process Management,2012,"Weber, B., Reichert, M., Mendling, J., Reijers, H.A. Refactoring large process model repositories",2011,1,0,0,0
Manfred Reichert,Databases and Information Systems Institute University of Ulm,Modeling Business Objectives for Business Process Management,2012,"Weber, B., Reichert, M., Mendling, J., Reijers, H.A. Refactoring large process model repositories",2011,1,0,0,0
Matthias Kurz,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Billing, G., Kurz, M., Hettling, K., von Jouanne-Diedrich, H. Applying BPM 2",2011,1,1,1,0
Gunnar Billing,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Billing, G., Kurz, M., Hettling, K., von Jouanne-Diedrich, H. Applying BPM 2",2011,1,1,1,0
Karl Hettling,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Billing, G., Kurz, M., Hettling, K., von Jouanne-Diedrich, H. Applying BPM 2",2011,1,1,1,0
Holger von Jouanne-Diedrich,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Billing, G., Kurz, M., Hettling, K., von Jouanne-Diedrich, H. Applying BPM 2",2011,1,1,1,0
Matthias Kurz,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Kurz, M., Lederer, M., Billing, G., Hettling, K., von Jouanne-Diedrich, H. BPMS 2",2011,1,1,1,0
Gunnar Billing,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Kurz, M., Lederer, M., Billing, G., Hettling, K., von Jouanne-Diedrich, H. BPMS 2",2011,1,1,1,0
Karl Hettling,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Kurz, M., Lederer, M., Billing, G., Hettling, K., von Jouanne-Diedrich, H. BPMS 2",2011,1,1,1,0
Holger von Jouanne-Diedrich,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Kurz, M., Lederer, M., Billing, G., Hettling, K., von Jouanne-Diedrich, H. BPMS 2",2011,1,1,1,0
Matthias Kurz,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Kurz, M. BPM 2",2010,1,1,1,0
Gunnar Billing,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Kurz, M. BPM 2",2010,1,1,1,0
Karl Hettling,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Kurz, M. BPM 2",2010,1,1,1,0
Holger von Jouanne-Diedrich,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Kurz, M. BPM 2",2010,1,1,1,0
Matthias Kurz,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Kurz, M. BPM 2",2009,1,1,1,0
Gunnar Billing,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Kurz, M. BPM 2",2009,1,1,1,0
Karl Hettling,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Kurz, M. BPM 2",2009,1,1,1,0
Holger von Jouanne-Diedrich,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Kurz, M. BPM 2",2009,1,1,1,0
Matthias Kurz,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Komus, A., Wauch, F. Wikimanagement",2008,1,0,1,0
Gunnar Billing,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Komus, A., Wauch, F. Wikimanagement",2008,1,0,1,0
Karl Hettling,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Komus, A., Wauch, F. Wikimanagement",2008,1,0,1,0
Holger von Jouanne-Diedrich,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Komus, A., Wauch, F. Wikimanagement",2008,1,0,1,0
Matthias Kurz,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Kurz, M., Duschinger, S. BPMS 2",2011,1,1,1,0
Gunnar Billing,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Kurz, M., Duschinger, S. BPMS 2",2011,1,1,1,0
Karl Hettling,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Kurz, M., Duschinger, S. BPMS 2",2011,1,1,1,0
Holger von Jouanne-Diedrich,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Kurz, M., Duschinger, S. BPMS 2",2011,1,1,1,0
Matthias Kurz,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Kurz, M., Lederer, M., Billing, G., Hettling, K., von Jouanne-Diedrich, H. BPMS 2",2011,1,1,1,0
Gunnar Billing,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Kurz, M., Lederer, M., Billing, G., Hettling, K., von Jouanne-Diedrich, H. BPMS 2",2011,1,1,1,0
Karl Hettling,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Kurz, M., Lederer, M., Billing, G., Hettling, K., von Jouanne-Diedrich, H. BPMS 2",2011,1,1,1,0
Holger von Jouanne-Diedrich,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Kurz, M., Lederer, M., Billing, G., Hettling, K., von Jouanne-Diedrich, H. BPMS 2",2011,1,1,1,0
Matthias Kurz,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Kurz, M., Schaller, T., Reichelt, D., Ferschl, M. Project4Sure X: Accelerating Implementation Projects for the Microsoft Dynamics Suite with BPM 2",2011,1,1,1,0
Gunnar Billing,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Kurz, M., Schaller, T., Reichelt, D., Ferschl, M. Project4Sure X: Accelerating Implementation Projects for the Microsoft Dynamics Suite with BPM 2",2011,1,1,1,0
Karl Hettling,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Kurz, M., Schaller, T., Reichelt, D., Ferschl, M. Project4Sure X: Accelerating Implementation Projects for the Microsoft Dynamics Suite with BPM 2",2011,1,1,1,0
Holger von Jouanne-Diedrich,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Kurz, M., Schaller, T., Reichelt, D., Ferschl, M. Project4Sure X: Accelerating Implementation Projects for the Microsoft Dynamics Suite with BPM 2",2011,1,1,1,0
Matthias Kurz,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Kurz, M., Duschinger, S. BPMS 2",2011,1,1,1,0
Gunnar Billing,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Kurz, M., Duschinger, S. BPMS 2",2011,1,1,1,0
Karl Hettling,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Kurz, M., Duschinger, S. BPMS 2",2011,1,1,1,0
Holger von Jouanne-Diedrich,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Kurz, M., Duschinger, S. BPMS 2",2011,1,1,1,0
Dominik Wachholder,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"Fleischmann, A., Schmidt, W., Stary, C., Obermeier, S., Börger, E. Subjektorientiertes Prozessmanagement",2011,1,1,1,0
Stefan Oppl,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"Fleischmann, A., Schmidt, W., Stary, C., Obermeier, S., Börger, E. Subjektorientiertes Prozessmanagement",2011,1,1,1,0
Dominik Wachholder,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"Fleischmann, A. What is S-BPM? In: Buchwald, H",2009,1,1,1,0
Stefan Oppl,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"Fleischmann, A. What is S-BPM? In: Buchwald, H",2009,1,1,1,0
Dominik Wachholder,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"Oppl, S. Unterstützung expliziter Articulation Work – Interaktive Externalisierung und Abstimmung mentaler Modelle",2010,1,1,1,0
Stefan Oppl,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"Oppl, S. Unterstützung expliziter Articulation Work – Interaktive Externalisierung und Abstimmung mentaler Modelle",2010,1,1,1,0
Dominik Wachholder,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"Oppl, S. Unterstützung expliziter Articulation Work durch Externalisierung von Arbeitswissen",2010,1,1,1,0
Stefan Oppl,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"Oppl, S. Unterstützung expliziter Articulation Work durch Externalisierung von Arbeitswissen",2010,1,1,1,0
Dominik Wachholder,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"Oppl, S. Subject-Oriented Elicitation of Distributed Business Process Knowledge",2011,1,1,1,0
Stefan Oppl,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"Oppl, S. Subject-Oriented Elicitation of Distributed Business Process Knowledge",2011,1,1,1,0
Dominik Wachholder,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"Oppl, S. Subject-Oriented Elicitation of Distributed Business Process Knowledge",2011,1,1,1,0
Stefan Oppl,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"Oppl, S. Subject-Oriented Elicitation of Distributed Business Process Knowledge",2011,1,1,1,0
Dominik Wachholder,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"Oppl, S., Stary, C. Tabletop Concept Mapping",2009,1,1,1,0
Stefan Oppl,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"Oppl, S., Stary, C. Tabletop Concept Mapping",2009,1,1,1,0
Dominik Wachholder,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"Oppl, S., Stary, C. Effects of a Tabletop Interface on the Co-Construction of Concept Maps",2011,1,1,1,0
Stefan Oppl,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"Oppl, S., Stary, C. Effects of a Tabletop Interface on the Co-Construction of Concept Maps",2011,1,1,1,0
Clemens Krauthausen,IT Engineering Pöcking,Subjects vs. Objects – A Top-Down Approach,2012,"Buchwald, H. The Power of ‘As-Is’ Processes",2009,1,0,0,0
Clemens Krauthausen,IT Engineering Pöcking,Subjects vs. Objects – A Top-Down Approach,2012,"Buchwald, H., Fleischmann, A., Seese, D., Stary, C. (eds.) S-BPM ONE 2009",2010,1,1,0,0
Clemens Krauthausen,IT Engineering Pöcking,Subjects vs. Objects – A Top-Down Approach,2012,"Fischer, H., Fleischmann, A., Obermeier, S. Geschäftsprozesse realisieren",2006,1,1,0,0
Clemens Krauthausen,IT Engineering Pöcking,Subjects vs. Objects – A Top-Down Approach,2012,"Fleischmann, A. What Is S-BPM? In: Buchwald, H",2009,1,1,0,0
Clemens Krauthausen,IT Engineering Pöcking,Subjects vs. Objects – A Top-Down Approach,2012,"Fleischmann, A., Schmidt, W., Singer, R., Seese, D. (eds.) S-BPM ONE 2010",2011,1,1,0,0
Clemens Krauthausen,IT Engineering Pöcking,Subjects vs. Objects – A Top-Down Approach,2012,"Komus, A. Key Lessons from Wikimanagement and BPM Best Practices: Aspiring for a Truly Holistic Approach in BPM",2010,1,0,0,0
Clemens Krauthausen,IT Engineering Pöcking,Subjects vs. Objects – A Top-Down Approach,2012,"Leymann, F., Roller, D. Production Workflow: Concepts and Techniques",1999,1,0,0,0
Harald Müller,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz and Metasonic AG Pfaffenhofen,Using S-BPM for PLC Code Generation and Extension of Subject-Oriented Methodology to All Layers of Modern Control Systems,2012,"Fleischmann, A. What is S-BPM? In: Buchwald, H",2009,1,1,0,0
Harald Müller,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz and Metasonic AG Pfaffenhofen,Using S-BPM for PLC Code Generation and Extension of Subject-Oriented Methodology to All Layers of Modern Control Systems,2012,"Meyer, N., Radmayr, M., Heininger, R., Rothschädl, T., Fleischmann, A. Platform for Managing and Routing Cross-Organizational Business Processes on a Network Router",2011,1,1,0,0
James E. Weber,St. Cloud State University St. Cloud and University of Applied Sciences Ingolstadt Ingolstadt,Using Social Network Analysis and Derivatives to Develop the S-BPM Approach and Community of Practice,2012,"Schmidt, W., Fleischmann, A., Gilbert, O. Subjektorientiertes Geschäftsprozess-management, HMD – Praxis der Wirtschaftsinformatik, Heft 266, pp",2009,1,1,1,0
Werner Schmidt,St. Cloud State University St. Cloud and University of Applied Sciences Ingolstadt Ingolstadt,Using Social Network Analysis and Derivatives to Develop the S-BPM Approach and Community of Practice,2012,"Schmidt, W., Fleischmann, A., Gilbert, O. Subjektorientiertes Geschäftsprozess-management, HMD – Praxis der Wirtschaftsinformatik, Heft 266, pp",2009,1,1,1,0
Paula S. Weber,St. Cloud State University St. Cloud and University of Applied Sciences Ingolstadt Ingolstadt,Using Social Network Analysis and Derivatives to Develop the S-BPM Approach and Community of Practice,2012,"Schmidt, W., Fleischmann, A., Gilbert, O. Subjektorientiertes Geschäftsprozess-management, HMD – Praxis der Wirtschaftsinformatik, Heft 266, pp",2009,1,1,1,0
James E. Weber,St. Cloud State University St. Cloud and University of Applied Sciences Ingolstadt Ingolstadt,Using Social Network Analysis and Derivatives to Develop the S-BPM Approach and Community of Practice,2012,"Fleischmann, A., Schmidt, W., Stary, C., Obermeier, S., Börger, E. Subjektorientiertes Prozessmanagement: Mitarbeiter einbinden",2011,1,1,1,0
Werner Schmidt,St. Cloud State University St. Cloud and University of Applied Sciences Ingolstadt Ingolstadt,Using Social Network Analysis and Derivatives to Develop the S-BPM Approach and Community of Practice,2012,"Fleischmann, A., Schmidt, W., Stary, C., Obermeier, S., Börger, E. Subjektorientiertes Prozessmanagement: Mitarbeiter einbinden",2011,1,1,1,0
Paula S. Weber,St. Cloud State University St. Cloud and University of Applied Sciences Ingolstadt Ingolstadt,Using Social Network Analysis and Derivatives to Develop the S-BPM Approach and Community of Practice,2012,"Fleischmann, A., Schmidt, W., Stary, C., Obermeier, S., Börger, E. Subjektorientiertes Prozessmanagement: Mitarbeiter einbinden",2011,1,1,1,0
James E. Weber,St. Cloud State University St. Cloud and University of Applied Sciences Ingolstadt Ingolstadt,Using Social Network Analysis and Derivatives to Develop the S-BPM Approach and Community of Practice,2012,"Fleischmann, A., Stary, C. Whom to talk to? A stakeholder perspective on business process development",2011,1,1,1,0
Werner Schmidt,St. Cloud State University St. Cloud and University of Applied Sciences Ingolstadt Ingolstadt,Using Social Network Analysis and Derivatives to Develop the S-BPM Approach and Community of Practice,2012,"Fleischmann, A., Stary, C. Whom to talk to? A stakeholder perspective on business process development",2011,1,1,1,0
Paula S. Weber,St. Cloud State University St. Cloud and University of Applied Sciences Ingolstadt Ingolstadt,Using Social Network Analysis and Derivatives to Develop the S-BPM Approach and Community of Practice,2012,"Fleischmann, A., Stary, C. Whom to talk to? A stakeholder perspective on business process development",2011,1,1,1,0
James E. Weber,St. Cloud State University St. Cloud and University of Applied Sciences Ingolstadt Ingolstadt,Using Social Network Analysis and Derivatives to Develop the S-BPM Approach and Community of Practice,2012,"Stary, C., Fleischmann, A. Evidence-based Interactive Management of Change",2011,1,1,1,0
Werner Schmidt,St. Cloud State University St. Cloud and University of Applied Sciences Ingolstadt Ingolstadt,Using Social Network Analysis and Derivatives to Develop the S-BPM Approach and Community of Practice,2012,"Stary, C., Fleischmann, A. Evidence-based Interactive Management of Change",2011,1,1,1,0
Paula S. Weber,St. Cloud State University St. Cloud and University of Applied Sciences Ingolstadt Ingolstadt,Using Social Network Analysis and Derivatives to Develop the S-BPM Approach and Community of Practice,2012,"Stary, C., Fleischmann, A. Evidence-based Interactive Management of Change",2011,1,1,1,0
James E. Weber,St. Cloud State University St. Cloud and University of Applied Sciences Ingolstadt Ingolstadt,Using Social Network Analysis and Derivatives to Develop the S-BPM Approach and Community of Practice,2012,"Fleischmann, A., Lippe, S., Meyer, N., Stary, C. Coherent Task Modeling and Execution Based on Subject-Oriented Representations",2009,1,1,1,0
Werner Schmidt,St. Cloud State University St. Cloud and University of Applied Sciences Ingolstadt Ingolstadt,Using Social Network Analysis and Derivatives to Develop the S-BPM Approach and Community of Practice,2012,"Fleischmann, A., Lippe, S., Meyer, N., Stary, C. Coherent Task Modeling and Execution Based on Subject-Oriented Representations",2009,1,1,1,0
Paula S. Weber,St. Cloud State University St. Cloud and University of Applied Sciences Ingolstadt Ingolstadt,Using Social Network Analysis and Derivatives to Develop the S-BPM Approach and Community of Practice,2012,"Fleischmann, A., Lippe, S., Meyer, N., Stary, C. Coherent Task Modeling and Execution Based on Subject-Oriented Representations",2009,1,1,1,0
James E. Weber,St. Cloud State University St. Cloud and University of Applied Sciences Ingolstadt Ingolstadt,Using Social Network Analysis and Derivatives to Develop the S-BPM Approach and Community of Practice,2012,"Buchwald, H., Fleischmann, A., Seese, D., Stary, C. (eds.) S-BPM ONE 2009",2010,1,1,1,0
Werner Schmidt,St. Cloud State University St. Cloud and University of Applied Sciences Ingolstadt Ingolstadt,Using Social Network Analysis and Derivatives to Develop the S-BPM Approach and Community of Practice,2012,"Buchwald, H., Fleischmann, A., Seese, D., Stary, C. (eds.) S-BPM ONE 2009",2010,1,1,1,0
Paula S. Weber,St. Cloud State University St. Cloud and University of Applied Sciences Ingolstadt Ingolstadt,Using Social Network Analysis and Derivatives to Develop the S-BPM Approach and Community of Practice,2012,"Buchwald, H., Fleischmann, A., Seese, D., Stary, C. (eds.) S-BPM ONE 2009",2010,1,1,1,0
James E. Weber,St. Cloud State University St. Cloud and University of Applied Sciences Ingolstadt Ingolstadt,Using Social Network Analysis and Derivatives to Develop the S-BPM Approach and Community of Practice,2012,"Fleischmann, A., Schmidt, W., Singer, R., Seese, D. (eds.) S-BPM ONE 2010",2011,1,1,1,0
Werner Schmidt,St. Cloud State University St. Cloud and University of Applied Sciences Ingolstadt Ingolstadt,Using Social Network Analysis and Derivatives to Develop the S-BPM Approach and Community of Practice,2012,"Fleischmann, A., Schmidt, W., Singer, R., Seese, D. (eds.) S-BPM ONE 2010",2011,1,1,1,0
Paula S. Weber,St. Cloud State University St. Cloud and University of Applied Sciences Ingolstadt Ingolstadt,Using Social Network Analysis and Derivatives to Develop the S-BPM Approach and Community of Practice,2012,"Fleischmann, A., Schmidt, W., Singer, R., Seese, D. (eds.) S-BPM ONE 2010",2011,1,1,1,0
James E. Weber,St. Cloud State University St. Cloud and University of Applied Sciences Ingolstadt Ingolstadt,Using Social Network Analysis and Derivatives to Develop the S-BPM Approach and Community of Practice,2012,"Schmidt, W. (ed.) S-BPM ONE 2011",2011,1,1,1,0
