Autor,Ort,Publikationstitel,Konferenzjahr,Referenzautor + Referenztitel,Referenzjahr,communityflag,memberreference,memberauthor,invalidflag
Albert Fleischmann,Metasonic AG Pfaffenhofen,Dynamic Catenation and Execution of Cross Organisational Business Processes - The jCPEX! Approach,2010,"Milner, R. Communicating and Mobile Systems - the Pi-Calculus",1999,0,0,1,0
Nils Meyer,Metasonic AG Pfaffenhofen,Dynamic Catenation and Execution of Cross Organisational Business Processes - The jCPEX! Approach,2010,"Pieper, R., Kouwenhoven, V., Hamminga, S. Behond the Hype - e-Business Strategy in Leading European Companies",2001,0,0,1,0
Thomas Feiner,Metasonic AG Pfaffenhofen,Dynamic Catenation and Execution of Cross Organisational Business Processes - The jCPEX! Approach,2010,"Pieper, R., Kouwenhoven, V., Hamminga, S. Behond the Hype - e-Business Strategy in Leading European Companies",2001,0,0,1,0
Markus Radmayr,Metasonic AG Pfaffenhofen,Dynamic Catenation and Execution of Cross Organisational Business Processes - The jCPEX! Approach,2010,"Pieper, R., Kouwenhoven, V., Hamminga, S. Behond the Hype - e-Business Strategy in Leading European Companies",2001,0,0,1,0
Dominik Blei,Metasonic AG Pfaffenhofen,Dynamic Catenation and Execution of Cross Organisational Business Processes - The jCPEX! Approach,2010,"Pieper, R., Kouwenhoven, V., Hamminga, S. Behond the Hype - e-Business Strategy in Leading European Companies",2001,0,0,1,0
Albert Fleischmann,Metasonic AG Pfaffenhofen,Dynamic Catenation and Execution of Cross Organisational Business Processes - The jCPEX! Approach,2010,"Pieper, R., Kouwenhoven, V., Hamminga, S. Behond the Hype - e-Business Strategy in Leading European Companies",2001,0,0,1,0
Nils Meyer,Metasonic AG Pfaffenhofen,Dynamic Catenation and Execution of Cross Organisational Business Processes - The jCPEX! Approach,2010,"Timmers, P. Electronic Commerce - Strategies and Models for Business-to-Business Trading",1999,0,0,1,0
Thomas Feiner,Metasonic AG Pfaffenhofen,Dynamic Catenation and Execution of Cross Organisational Business Processes - The jCPEX! Approach,2010,"Timmers, P. Electronic Commerce - Strategies and Models for Business-to-Business Trading",1999,0,0,1,0
Markus Radmayr,Metasonic AG Pfaffenhofen,Dynamic Catenation and Execution of Cross Organisational Business Processes - The jCPEX! Approach,2010,"Timmers, P. Electronic Commerce - Strategies and Models for Business-to-Business Trading",1999,0,0,1,0
Dominik Blei,Metasonic AG Pfaffenhofen,Dynamic Catenation and Execution of Cross Organisational Business Processes - The jCPEX! Approach,2010,"Timmers, P. Electronic Commerce - Strategies and Models for Business-to-Business Trading",1999,0,0,1,0
Albert Fleischmann,Metasonic AG Pfaffenhofen,Dynamic Catenation and Execution of Cross Organisational Business Processes - The jCPEX! Approach,2010,"Timmers, P. Electronic Commerce - Strategies and Models for Business-to-Business Trading",1999,0,0,1,0
Nils Meyer,Metasonic AG Pfaffenhofen,Dynamic Catenation and Execution of Cross Organisational Business Processes - The jCPEX! Approach,2010,"Zaha, J.M., Barros, A., Dumas, M., ter Hofstede, A. Let’s dance: A language for service behavior modeling",2006,0,0,1,0
Thomas Feiner,Metasonic AG Pfaffenhofen,Dynamic Catenation and Execution of Cross Organisational Business Processes - The jCPEX! Approach,2010,"Zaha, J.M., Barros, A., Dumas, M., ter Hofstede, A. Let’s dance: A language for service behavior modeling",2006,0,0,1,0
Markus Radmayr,Metasonic AG Pfaffenhofen,Dynamic Catenation and Execution of Cross Organisational Business Processes - The jCPEX! Approach,2010,"Zaha, J.M., Barros, A., Dumas, M., ter Hofstede, A. Let’s dance: A language for service behavior modeling",2006,0,0,1,0
Dominik Blei,Metasonic AG Pfaffenhofen,Dynamic Catenation and Execution of Cross Organisational Business Processes - The jCPEX! Approach,2010,"Zaha, J.M., Barros, A., Dumas, M., ter Hofstede, A. Let’s dance: A language for service behavior modeling",2006,0,0,1,0
Albert Fleischmann,Metasonic AG Pfaffenhofen,Dynamic Catenation and Execution of Cross Organisational Business Processes - The jCPEX! Approach,2010,"Zaha, J.M., Barros, A., Dumas, M., ter Hofstede, A. Let’s dance: A language for service behavior modeling",2006,0,0,1,0
Nils Meyer,Metasonic AG Pfaffenhofen,Dynamic Catenation and Execution of Cross Organisational Business Processes - The jCPEX! Approach,2010,"Ziemann, J., Matheis, T., Freiheit, J. Modelling of Cross-Organizational Business Processes - Current Methods and Standards",2007,0,0,1,0
Thomas Feiner,Metasonic AG Pfaffenhofen,Dynamic Catenation and Execution of Cross Organisational Business Processes - The jCPEX! Approach,2010,"Ziemann, J., Matheis, T., Freiheit, J. Modelling of Cross-Organizational Business Processes - Current Methods and Standards",2007,0,0,1,0
Markus Radmayr,Metasonic AG Pfaffenhofen,Dynamic Catenation and Execution of Cross Organisational Business Processes - The jCPEX! Approach,2010,"Ziemann, J., Matheis, T., Freiheit, J. Modelling of Cross-Organizational Business Processes - Current Methods and Standards",2007,0,0,1,0
Dominik Blei,Metasonic AG Pfaffenhofen,Dynamic Catenation and Execution of Cross Organisational Business Processes - The jCPEX! Approach,2010,"Ziemann, J., Matheis, T., Freiheit, J. Modelling of Cross-Organizational Business Processes - Current Methods and Standards",2007,0,0,1,0
Albert Fleischmann,Metasonic AG Pfaffenhofen,Dynamic Catenation and Execution of Cross Organisational Business Processes - The jCPEX! Approach,2010,"Ziemann, J., Matheis, T., Freiheit, J. Modelling of Cross-Organizational Business Processes - Current Methods and Standards",2007,0,0,1,0
Konrad Walser,University of Applied Sciences Bern - Competence Center Public Management & E-Government Bern 22,BPM and BPMN as Integrating Concepts in eGovernment - The Swiss eGovernment BPM Ecosystem,2010,"Algermissen, L., Instinsky, M., vor der Pähler Holte, N. Prozessmanagement im Zeichen von Dienstleistungen: Eine methodische Unterstützung zur Umsetzung der Dienst-leistungsrichtlinie",2010,0,0,0,0
Marc Schaffroth,University of Applied Sciences Bern - Competence Center Public Management & E-Government Bern 22,BPM and BPMN as Integrating Concepts in eGovernment - The Swiss eGovernment BPM Ecosystem,2010,"Algermissen, L., Instinsky, M., vor der Pähler Holte, N. Prozessmanagement im Zeichen von Dienstleistungen: Eine methodische Unterstützung zur Umsetzung der Dienst-leistungsrichtlinie",2010,0,0,0,0
Konrad Walser,University of Applied Sciences Bern - Competence Center Public Management & E-Government Bern 22,BPM and BPMN as Integrating Concepts in eGovernment - The Swiss eGovernment BPM Ecosystem,2010,"Allweyer, R. Kollaborationen, Choreographien und Konversationen in BPMN 2",2009,0,0,0,0
Marc Schaffroth,University of Applied Sciences Bern - Competence Center Public Management & E-Government Bern 22,BPM and BPMN as Integrating Concepts in eGovernment - The Swiss eGovernment BPM Ecosystem,2010,"Allweyer, R. Kollaborationen, Choreographien und Konversationen in BPMN 2",2009,0,0,0,0
Konrad Walser,University of Applied Sciences Bern - Competence Center Public Management & E-Government Bern 22,BPM and BPMN as Integrating Concepts in eGovernment - The Swiss eGovernment BPM Ecosystem,2010,"Alpar, P., Olbrich, S. Legal Requirements and Modelling of Processes in e-Government",2005,0,0,0,0
Marc Schaffroth,University of Applied Sciences Bern - Competence Center Public Management & E-Government Bern 22,BPM and BPMN as Integrating Concepts in eGovernment - The Swiss eGovernment BPM Ecosystem,2010,"Alpar, P., Olbrich, S. Legal Requirements and Modelling of Processes in e-Government",2005,0,0,0,0
Konrad Walser,University of Applied Sciences Bern - Competence Center Public Management & E-Government Bern 22,BPM and BPMN as Integrating Concepts in eGovernment - The Swiss eGovernment BPM Ecosystem,2010,"Ami, T., Sommer, R. Comparison and evaluation of business process modelling and management tools",2007,0,0,0,0
Marc Schaffroth,University of Applied Sciences Bern - Competence Center Public Management & E-Government Bern 22,BPM and BPMN as Integrating Concepts in eGovernment - The Swiss eGovernment BPM Ecosystem,2010,"Ami, T., Sommer, R. Comparison and evaluation of business process modelling and management tools",2007,0,0,0,0
Konrad Walser,University of Applied Sciences Bern - Competence Center Public Management & E-Government Bern 22,BPM and BPMN as Integrating Concepts in eGovernment - The Swiss eGovernment BPM Ecosystem,2010,"Becker, J., Algermissen, L., Falk, T. Prozessorientierte Verwaltungsmodernisierung Prozessmanagement im Zeitalter von E-Government und New Public Management",2009,0,0,0,0
Marc Schaffroth,University of Applied Sciences Bern - Competence Center Public Management & E-Government Bern 22,BPM and BPMN as Integrating Concepts in eGovernment - The Swiss eGovernment BPM Ecosystem,2010,"Becker, J., Algermissen, L., Falk, T. Prozessorientierte Verwaltungsmodernisierung Prozessmanagement im Zeitalter von E-Government und New Public Management",2009,0,0,0,0
Konrad Walser,University of Applied Sciences Bern - Competence Center Public Management & E-Government Bern 22,BPM and BPMN as Integrating Concepts in eGovernment - The Swiss eGovernment BPM Ecosystem,2010,"Behjat, S. Wertschöpfungsprozesse der öffentlichen Verwaltungen als Grundlage von e-Government ",2003,0,0,0,0
Marc Schaffroth,University of Applied Sciences Bern - Competence Center Public Management & E-Government Bern 22,BPM and BPMN as Integrating Concepts in eGovernment - The Swiss eGovernment BPM Ecosystem,2010,"Behjat, S. Wertschöpfungsprozesse der öffentlichen Verwaltungen als Grundlage von e-Government ",2003,0,0,0,0
Konrad Walser,University of Applied Sciences Bern - Competence Center Public Management & E-Government Bern 22,BPM and BPMN as Integrating Concepts in eGovernment - The Swiss eGovernment BPM Ecosystem,2010,"Brüggemeier, M., Ecker, K.-P., Knopp, M., Schilling, P., Steffens, P., Tschichholz, M. FRESKO die effiziente Prozessketten-Verbindung zwischen Unternehmen und Verwaltungen",2010,0,0,0,0
Marc Schaffroth,University of Applied Sciences Bern - Competence Center Public Management & E-Government Bern 22,BPM and BPMN as Integrating Concepts in eGovernment - The Swiss eGovernment BPM Ecosystem,2010,"Brüggemeier, M., Ecker, K.-P., Knopp, M., Schilling, P., Steffens, P., Tschichholz, M. FRESKO die effiziente Prozessketten-Verbindung zwischen Unternehmen und Verwaltungen",2010,0,0,0,0
Konrad Walser,University of Applied Sciences Bern - Competence Center Public Management & E-Government Bern 22,BPM and BPMN as Integrating Concepts in eGovernment - The Swiss eGovernment BPM Ecosystem,2010,"Brüggemeier, M., Schulz, S. Datenpointernetzwerk: Informationsintegration für eine vernetz arbeitende, transparentere und weniger spürbare Verwaltung der Zukunft",2010,0,0,0,0
Marc Schaffroth,University of Applied Sciences Bern - Competence Center Public Management & E-Government Bern 22,BPM and BPMN as Integrating Concepts in eGovernment - The Swiss eGovernment BPM Ecosystem,2010,"Brüggemeier, M., Schulz, S. Datenpointernetzwerk: Informationsintegration für eine vernetz arbeitende, transparentere und weniger spürbare Verwaltung der Zukunft",2010,0,0,0,0
Konrad Walser,University of Applied Sciences Bern - Competence Center Public Management & E-Government Bern 22,BPM and BPMN as Integrating Concepts in eGovernment - The Swiss eGovernment BPM Ecosystem,2010,"Charalabidis, Y., Lampathaki, F., Psarras, J. Combination of Interoperability Registries with Process and Data Management Tools for Governmental Services Transformation",2009,0,0,0,0
Marc Schaffroth,University of Applied Sciences Bern - Competence Center Public Management & E-Government Bern 22,BPM and BPMN as Integrating Concepts in eGovernment - The Swiss eGovernment BPM Ecosystem,2010,"Charalabidis, Y., Lampathaki, F., Psarras, J. Combination of Interoperability Registries with Process and Data Management Tools for Governmental Services Transformation",2009,0,0,0,0
Konrad Walser,University of Applied Sciences Bern - Competence Center Public Management & E-Government Bern 22,BPM and BPMN as Integrating Concepts in eGovernment - The Swiss eGovernment BPM Ecosystem,2010,"Cherbakova, L., Galambos, G., Harishankar, R., Kalyana, S., Rackham, G. Impact of service orientation at business level",2005,0,0,0,0
Marc Schaffroth,University of Applied Sciences Bern - Competence Center Public Management & E-Government Bern 22,BPM and BPMN as Integrating Concepts in eGovernment - The Swiss eGovernment BPM Ecosystem,2010,"Cherbakova, L., Galambos, G., Harishankar, R., Kalyana, S., Rackham, G. Impact of service orientation at business level",2005,0,0,0,0
Konrad Walser,University of Applied Sciences Bern - Competence Center Public Management & E-Government Bern 22,BPM and BPMN as Integrating Concepts in eGovernment - The Swiss eGovernment BPM Ecosystem,2010,"Corradini, F., Polini, A., Polzonetti, A., Re, B. Formal Methods to Assess and Improve Public Administration Service Delivery Processes",2009,0,0,0,0
Marc Schaffroth,University of Applied Sciences Bern - Competence Center Public Management & E-Government Bern 22,BPM and BPMN as Integrating Concepts in eGovernment - The Swiss eGovernment BPM Ecosystem,2010,"Corradini, F., Polini, A., Polzonetti, A., Re, B. Formal Methods to Assess and Improve Public Administration Service Delivery Processes",2009,0,0,0,0
Konrad Walser,University of Applied Sciences Bern - Competence Center Public Management & E-Government Bern 22,BPM and BPMN as Integrating Concepts in eGovernment - The Swiss eGovernment BPM Ecosystem,2010,"Corradini, F., Hinkelmann, K., Polini, A., Polzonetti, A., Re, B. C2ST: A Quality Framework to Evaluate E-Government Service Delivery",2009,0,0,0,0
Marc Schaffroth,University of Applied Sciences Bern - Competence Center Public Management & E-Government Bern 22,BPM and BPMN as Integrating Concepts in eGovernment - The Swiss eGovernment BPM Ecosystem,2010,"Corradini, F., Hinkelmann, K., Polini, A., Polzonetti, A., Re, B. C2ST: A Quality Framework to Evaluate E-Government Service Delivery",2009,0,0,0,0
Konrad Walser,University of Applied Sciences Bern - Competence Center Public Management & E-Government Bern 22,BPM and BPMN as Integrating Concepts in eGovernment - The Swiss eGovernment BPM Ecosystem,2010,"Dahinden, M. VEKTOR Wirkungsorientierte Ressourcensteuerung im Netz der diplomatischen und konsularischen Vertretungen der Schweiz ",2007,0,0,0,0
Marc Schaffroth,University of Applied Sciences Bern - Competence Center Public Management & E-Government Bern 22,BPM and BPMN as Integrating Concepts in eGovernment - The Swiss eGovernment BPM Ecosystem,2010,"Dahinden, M. VEKTOR Wirkungsorientierte Ressourcensteuerung im Netz der diplomatischen und konsularischen Vertretungen der Schweiz ",2007,0,0,0,0
Konrad Walser,University of Applied Sciences Bern - Competence Center Public Management & E-Government Bern 22,BPM and BPMN as Integrating Concepts in eGovernment - The Swiss eGovernment BPM Ecosystem,2010,"Guthier, T., Hünemohr, H. eBundesrat: Referenzprozess für die elektronische Vor-gangsbearbeitung in Bundesratsangelegenheiten",2010,0,0,0,0
Marc Schaffroth,University of Applied Sciences Bern - Competence Center Public Management & E-Government Bern 22,BPM and BPMN as Integrating Concepts in eGovernment - The Swiss eGovernment BPM Ecosystem,2010,"Guthier, T., Hünemohr, H. eBundesrat: Referenzprozess für die elektronische Vor-gangsbearbeitung in Bundesratsangelegenheiten",2010,0,0,0,0
Konrad Walser,University of Applied Sciences Bern - Competence Center Public Management & E-Government Bern 22,BPM and BPMN as Integrating Concepts in eGovernment - The Swiss eGovernment BPM Ecosystem,2010,"Hach, H. Evaluation und Optimierung kommunaler E-Government-Prozee ",2005,0,0,0,0
Marc Schaffroth,University of Applied Sciences Bern - Competence Center Public Management & E-Government Bern 22,BPM and BPMN as Integrating Concepts in eGovernment - The Swiss eGovernment BPM Ecosystem,2010,"Hach, H. Evaluation und Optimierung kommunaler E-Government-Prozee ",2005,0,0,0,0
Konrad Walser,University of Applied Sciences Bern - Competence Center Public Management & E-Government Bern 22,BPM and BPMN as Integrating Concepts in eGovernment - The Swiss eGovernment BPM Ecosystem,2010,"Heer, I., Walser, K., Wälti, D., Gehrke, J. Agrardatenbankenvernetzung in der Schweiz mittels SOA Das IT-Programm ASA2011 ",2009,1,0,0,0
Marc Schaffroth,University of Applied Sciences Bern - Competence Center Public Management & E-Government Bern 22,BPM and BPMN as Integrating Concepts in eGovernment - The Swiss eGovernment BPM Ecosystem,2010,"Heer, I., Walser, K., Wälti, D., Gehrke, J. Agrardatenbankenvernetzung in der Schweiz mittels SOA Das IT-Programm ASA2011 ",2009,1,0,0,0
Konrad Walser,University of Applied Sciences Bern - Competence Center Public Management & E-Government Bern 22,BPM and BPMN as Integrating Concepts in eGovernment - The Swiss eGovernment BPM Ecosystem,2010,"Lenk, K. Verwaltungsinformatik als Modernisierungschance Strategien, Modelle, Erfahrungen Aufsätze 1988-2003, edition sigma, Berlin ",2004,0,0,0,0
Marc Schaffroth,University of Applied Sciences Bern - Competence Center Public Management & E-Government Bern 22,BPM and BPMN as Integrating Concepts in eGovernment - The Swiss eGovernment BPM Ecosystem,2010,"Lenk, K. Verwaltungsinformatik als Modernisierungschance Strategien, Modelle, Erfahrungen Aufsätze 1988-2003, edition sigma, Berlin ",2004,0,0,0,0
Konrad Walser,University of Applied Sciences Bern - Competence Center Public Management & E-Government Bern 22,BPM and BPMN as Integrating Concepts in eGovernment - The Swiss eGovernment BPM Ecosystem,2010,"Lenk, K., Schuppan, T., Schaffroth, M. Organisationskonzept für das E-Government Schweiz, White Paper eCH and Federal Strategy Unit for IT ",2010,1,0,0,0
Marc Schaffroth,University of Applied Sciences Bern - Competence Center Public Management & E-Government Bern 22,BPM and BPMN as Integrating Concepts in eGovernment - The Swiss eGovernment BPM Ecosystem,2010,"Lenk, K., Schuppan, T., Schaffroth, M. Organisationskonzept für das E-Government Schweiz, White Paper eCH and Federal Strategy Unit for IT ",2010,1,0,0,0
Konrad Walser,University of Applied Sciences Bern - Competence Center Public Management & E-Government Bern 22,BPM and BPMN as Integrating Concepts in eGovernment - The Swiss eGovernment BPM Ecosystem,2010,"Licker, J., Mayer, A., Kaiser, S. Modulare Einführung für eine bedarfsorientierte Unterstützung der Vorgangsbearbeitung",2010,0,0,0,0
Marc Schaffroth,University of Applied Sciences Bern - Competence Center Public Management & E-Government Bern 22,BPM and BPMN as Integrating Concepts in eGovernment - The Swiss eGovernment BPM Ecosystem,2010,"Licker, J., Mayer, A., Kaiser, S. Modulare Einführung für eine bedarfsorientierte Unterstützung der Vorgangsbearbeitung",2010,0,0,0,0
Konrad Walser,University of Applied Sciences Bern - Competence Center Public Management & E-Government Bern 22,BPM and BPMN as Integrating Concepts in eGovernment - The Swiss eGovernment BPM Ecosystem,2010,"Müller, W., Schmid, B., Schroth, C., Janner, T. Design Rules for Swiss eGovernment Version 1",2009,0,0,0,0
Marc Schaffroth,University of Applied Sciences Bern - Competence Center Public Management & E-Government Bern 22,BPM and BPMN as Integrating Concepts in eGovernment - The Swiss eGovernment BPM Ecosystem,2010,"Müller, W., Schmid, B., Schroth, C., Janner, T. Design Rules for Swiss eGovernment Version 1",2009,0,0,0,0
Konrad Walser,University of Applied Sciences Bern - Competence Center Public Management & E-Government Bern 22,BPM and BPMN as Integrating Concepts in eGovernment - The Swiss eGovernment BPM Ecosystem,2010,"Olbrich, S. Modellierung von Geschäftsprozessen unter Berücksichtigung des Gesetztes Auf dem Weg zur prozessorientierten Gesetzgebung",2008,0,0,0,0
Marc Schaffroth,University of Applied Sciences Bern - Competence Center Public Management & E-Government Bern 22,BPM and BPMN as Integrating Concepts in eGovernment - The Swiss eGovernment BPM Ecosystem,2010,"Olbrich, S. Modellierung von Geschäftsprozessen unter Berücksichtigung des Gesetztes Auf dem Weg zur prozessorientierten Gesetzgebung",2008,0,0,0,0
Konrad Walser,University of Applied Sciences Bern - Competence Center Public Management & E-Government Bern 22,BPM and BPMN as Integrating Concepts in eGovernment - The Swiss eGovernment BPM Ecosystem,2010,"Olbrich, S. Modellierung gesetzlicher Rahmenbedingungen für E-Government-Prozesse mit Beispielen aus der Metropolregion Rhein-Neckar, Gabler, Wiesbaden ",2008,0,0,0,0
Marc Schaffroth,University of Applied Sciences Bern - Competence Center Public Management & E-Government Bern 22,BPM and BPMN as Integrating Concepts in eGovernment - The Swiss eGovernment BPM Ecosystem,2010,"Olbrich, S. Modellierung gesetzlicher Rahmenbedingungen für E-Government-Prozesse mit Beispielen aus der Metropolregion Rhein-Neckar, Gabler, Wiesbaden ",2008,0,0,0,0
Konrad Walser,University of Applied Sciences Bern - Competence Center Public Management & E-Government Bern 22,BPM and BPMN as Integrating Concepts in eGovernment - The Swiss eGovernment BPM Ecosystem,2010,"Petraviciute, Z., Kulvietis, G., Ostasius, E. SOA Approach for E-service",2006,0,0,0,0
Marc Schaffroth,University of Applied Sciences Bern - Competence Center Public Management & E-Government Bern 22,BPM and BPMN as Integrating Concepts in eGovernment - The Swiss eGovernment BPM Ecosystem,2010,"Petraviciute, Z., Kulvietis, G., Ostasius, E. SOA Approach for E-service",2006,0,0,0,0
Konrad Walser,University of Applied Sciences Bern - Competence Center Public Management & E-Government Bern 22,BPM and BPMN as Integrating Concepts in eGovernment - The Swiss eGovernment BPM Ecosystem,2010,"Pfister, M., Weber, B. Geschäftsprozessmanagement im Bereich der konsularischen Aufgaben ",2008,0,0,0,0
Marc Schaffroth,University of Applied Sciences Bern - Competence Center Public Management & E-Government Bern 22,BPM and BPMN as Integrating Concepts in eGovernment - The Swiss eGovernment BPM Ecosystem,2010,"Pfister, M., Weber, B. Geschäftsprozessmanagement im Bereich der konsularischen Aufgaben ",2008,0,0,0,0
Konrad Walser,University of Applied Sciences Bern - Competence Center Public Management & E-Government Bern 22,BPM and BPMN as Integrating Concepts in eGovernment - The Swiss eGovernment BPM Ecosystem,2010,"Schaffroth, M. Interoperabilität und Geschäftsprozessmanagement im E-Government",2008,1,0,0,0
Marc Schaffroth,University of Applied Sciences Bern - Competence Center Public Management & E-Government Bern 22,BPM and BPMN as Integrating Concepts in eGovernment - The Swiss eGovernment BPM Ecosystem,2010,"Schaffroth, M. Interoperabilität und Geschäftsprozessmanagement im E-Government",2008,1,0,0,0
Konrad Walser,University of Applied Sciences Bern - Competence Center Public Management & E-Government Bern 22,BPM and BPMN as Integrating Concepts in eGovernment - The Swiss eGovernment BPM Ecosystem,2010,"Schedler, K., Proeller, I. New Public Management, Haupt/UTB, Bern et al ",2006,0,0,0,0
Marc Schaffroth,University of Applied Sciences Bern - Competence Center Public Management & E-Government Bern 22,BPM and BPMN as Integrating Concepts in eGovernment - The Swiss eGovernment BPM Ecosystem,2010,"Schedler, K., Proeller, I. New Public Management, Haupt/UTB, Bern et al ",2006,0,0,0,0
Konrad Walser,University of Applied Sciences Bern - Competence Center Public Management & E-Government Bern 22,BPM and BPMN as Integrating Concepts in eGovernment - The Swiss eGovernment BPM Ecosystem,2010,"Schuppan, T. E-Government Competencies: Looking Beyond Technology",2008,0,0,0,0
Marc Schaffroth,University of Applied Sciences Bern - Competence Center Public Management & E-Government Bern 22,BPM and BPMN as Integrating Concepts in eGovernment - The Swiss eGovernment BPM Ecosystem,2010,"Schuppan, T. E-Government Competencies: Looking Beyond Technology",2008,0,0,0,0
Konrad Walser,University of Applied Sciences Bern - Competence Center Public Management & E-Government Bern 22,BPM and BPMN as Integrating Concepts in eGovernment - The Swiss eGovernment BPM Ecosystem,2010,"Schweighofer, E., Geist, A., Heindl, G., Szücs, C. Komplexitätsgrenzen der Rechtsinformatik ",2008,0,0,0,0
Marc Schaffroth,University of Applied Sciences Bern - Competence Center Public Management & E-Government Bern 22,BPM and BPMN as Integrating Concepts in eGovernment - The Swiss eGovernment BPM Ecosystem,2010,"Schweighofer, E., Geist, A., Heindl, G., Szücs, C. Komplexitätsgrenzen der Rechtsinformatik ",2008,0,0,0,0
Konrad Walser,University of Applied Sciences Bern - Competence Center Public Management & E-Government Bern 22,BPM and BPMN as Integrating Concepts in eGovernment - The Swiss eGovernment BPM Ecosystem,2010,"Simon, C., Olbrich, S. Integration Of Legal Constraints Into Business Process Models",2007,0,0,0,0
Marc Schaffroth,University of Applied Sciences Bern - Competence Center Public Management & E-Government Bern 22,BPM and BPMN as Integrating Concepts in eGovernment - The Swiss eGovernment BPM Ecosystem,2010,"Simon, C., Olbrich, S. Integration Of Legal Constraints Into Business Process Models",2007,0,0,0,0
Konrad Walser,University of Applied Sciences Bern - Competence Center Public Management & E-Government Bern 22,BPM and BPMN as Integrating Concepts in eGovernment - The Swiss eGovernment BPM Ecosystem,2010,"Snellen, A., Zuurmond, I. From Bureacracy to Infocracy: Management through information architecture",1997,0,0,0,0
Marc Schaffroth,University of Applied Sciences Bern - Competence Center Public Management & E-Government Bern 22,BPM and BPMN as Integrating Concepts in eGovernment - The Swiss eGovernment BPM Ecosystem,2010,"Snellen, A., Zuurmond, I. From Bureacracy to Infocracy: Management through information architecture",1997,0,0,0,0
Konrad Walser,University of Applied Sciences Bern - Competence Center Public Management & E-Government Bern 22,BPM and BPMN as Integrating Concepts in eGovernment - The Swiss eGovernment BPM Ecosystem,2010,"Walser, K., Riedl, R. Skizzierung transorganisationaler modularer E-Government-Geschäftsarchitekturen ",2009,1,0,0,0
Marc Schaffroth,University of Applied Sciences Bern - Competence Center Public Management & E-Government Bern 22,BPM and BPMN as Integrating Concepts in eGovernment - The Swiss eGovernment BPM Ecosystem,2010,"Walser, K., Riedl, R. Skizzierung transorganisationaler modularer E-Government-Geschäftsarchitekturen ",2009,1,0,0,0
Konrad Walser,University of Applied Sciences Bern - Competence Center Public Management & E-Government Bern 22,BPM and BPMN as Integrating Concepts in eGovernment - The Swiss eGovernment BPM Ecosystem,2010,"Walser, K., Schaffroth, B.L. Verwaltungsprozessmanagement unter Ver-wendung des eCH-0096 BPM Starter Kits",2010,1,0,0,0
Marc Schaffroth,University of Applied Sciences Bern - Competence Center Public Management & E-Government Bern 22,BPM and BPMN as Integrating Concepts in eGovernment - The Swiss eGovernment BPM Ecosystem,2010,"Walser, K., Schaffroth, B.L. Verwaltungsprozessmanagement unter Ver-wendung des eCH-0096 BPM Starter Kits",2010,1,0,0,0
Konrad Walser,University of Applied Sciences Bern - Competence Center Public Management & E-Government Bern 22,BPM and BPMN as Integrating Concepts in eGovernment - The Swiss eGovernment BPM Ecosystem,2010,"Weerakkody, V., Baire, S., Choudrie, J. E-Government: The Need for Effective Process Management in the Public Sector",2006,0,0,0,0
Marc Schaffroth,University of Applied Sciences Bern - Competence Center Public Management & E-Government Bern 22,BPM and BPMN as Integrating Concepts in eGovernment - The Swiss eGovernment BPM Ecosystem,2010,"Weerakkody, V., Baire, S., Choudrie, J. E-Government: The Need for Effective Process Management in the Public Sector",2006,0,0,0,0
Konrad Walser,University of Applied Sciences Bern - Competence Center Public Management & E-Government Bern 22,BPM and BPMN as Integrating Concepts in eGovernment - The Swiss eGovernment BPM Ecosystem,2010,"Wimmer, M., Traunmüller, R. Geschäftsprozessmodellierung in E-Government: eine Zwischenbilanz, eGov days ",2003,0,0,0,0
Marc Schaffroth,University of Applied Sciences Bern - Competence Center Public Management & E-Government Bern 22,BPM and BPMN as Integrating Concepts in eGovernment - The Swiss eGovernment BPM Ecosystem,2010,"Wimmer, M., Traunmüller, R. Geschäftsprozessmodellierung in E-Government: eine Zwischenbilanz, eGov days ",2003,0,0,0,0
Konrad Walser,University of Applied Sciences Bern - Competence Center Public Management & E-Government Bern 22,BPM and BPMN as Integrating Concepts in eGovernment - The Swiss eGovernment BPM Ecosystem,2010,"Wolf, P., Jurisch, M., Krcmar, H. Analyse und Design von Prozessketten",2010,0,0,0,0
Marc Schaffroth,University of Applied Sciences Bern - Competence Center Public Management & E-Government Bern 22,BPM and BPMN as Integrating Concepts in eGovernment - The Swiss eGovernment BPM Ecosystem,2010,"Wolf, P., Jurisch, M., Krcmar, H. Analyse und Design von Prozessketten",2010,0,0,0,0
Alexander Sellner,FH JOANNEUM – University of Applied Sciences Graz,Establishing Conceptual and Functional Links between S-BPM and Business Rules,2010,"Harmon, P. Business Rules and Business Processes",2009,0,0,0,0
Erwin Zinser,FH JOANNEUM – University of Applied Sciences Graz,Establishing Conceptual and Functional Links between S-BPM and Business Rules,2010,"Harmon, P. Business Rules and Business Processes",2009,0,0,0,0
Alexander Sellner,FH JOANNEUM – University of Applied Sciences Graz,Establishing Conceptual and Functional Links between S-BPM and Business Rules,2010,"von Halle, B., Goldberg, L. The Business Rule Revolution",2006,0,0,0,0
Erwin Zinser,FH JOANNEUM – University of Applied Sciences Graz,Establishing Conceptual and Functional Links between S-BPM and Business Rules,2010,"von Halle, B., Goldberg, L. The Business Rule Revolution",2006,0,0,0,0
