Autor,Ort,Publikationstitel,Konferenzjahr,Referenzautor + Referenztitel,Referenzjahr,communityflag,memberreference,memberauthor,invalidflag
Matthias Kurz,Lehrstuhl Wirtschaftsinformatik II Universität Erlangen-Nürnberg and Institut für Informationssysteme Hochschule Hof and impuls Informations management GmbH Nürnberg,Project4Sure X: Accelerating Implementation Projects for the Microsoft Dynamics Suite with BPM 2.0,2011,"Fleischmann, A. What is S-BPM? In: Buchwald, H",2009,1,1,1,0
Thomas Schaller,Lehrstuhl Wirtschaftsinformatik II Universität Erlangen-Nürnberg and Institut für Informationssysteme Hochschule Hof and impuls Informations management GmbH Nürnberg,Project4Sure X: Accelerating Implementation Projects for the Microsoft Dynamics Suite with BPM 2.0,2011,"Fleischmann, A. What is S-BPM? In: Buchwald, H",2009,1,1,1,0
Dominik Reichelt,Lehrstuhl Wirtschaftsinformatik II Universität Erlangen-Nürnberg and Institut für Informationssysteme Hochschule Hof and impuls Informations management GmbH Nürnberg,Project4Sure X: Accelerating Implementation Projects for the Microsoft Dynamics Suite with BPM 2.0,2011,"Fleischmann, A. What is S-BPM? In: Buchwald, H",2009,1,1,1,0
Michael Ferschl,Lehrstuhl Wirtschaftsinformatik II Universität Erlangen-Nürnberg and Institut für Informationssysteme Hochschule Hof and impuls Informations management GmbH Nürnberg,Project4Sure X: Accelerating Implementation Projects for the Microsoft Dynamics Suite with BPM 2.0,2011,"Fleischmann, A. What is S-BPM? In: Buchwald, H",2009,1,1,1,0
Andreas Hufgard,IBIS Prof. Thome AG Wuerzburg and University of Applied Sciences Coburg Coburg,Consolidating Business Processes as Exemplified in SAP ERP Systems,2011,"Hufgard, A. ROI von SAP-Lösungen verbessern, p",2010,1,0,0,0
Eduard Gerhardt,IBIS Prof. Thome AG Wuerzburg and University of Applied Sciences Coburg Coburg,Consolidating Business Processes as Exemplified in SAP ERP Systems,2011,"Hufgard, A. ROI von SAP-Lösungen verbessern, p",2010,1,0,0,0
Nils Meyer,Metasonic AG Hettenshausen,Platform for Managing and Routing Cross-Organizational Business Processes on a Network Router,2011,"Meyer, N., Feiner, T., Radmayr, M., Blei, D., Fleischmann, A. Dynamic Catenation and Execution of Cross Organisational Business Processes - The jCPEX! approach",2010,1,1,1,0
Markus Radmayr,Metasonic AG Hettenshausen,Platform for Managing and Routing Cross-Organizational Business Processes on a Network Router,2011,"Meyer, N., Feiner, T., Radmayr, M., Blei, D., Fleischmann, A. Dynamic Catenation and Execution of Cross Organisational Business Processes - The jCPEX! approach",2010,1,1,1,0
Richard Heininger,Metasonic AG Hettenshausen,Platform for Managing and Routing Cross-Organizational Business Processes on a Network Router,2011,"Meyer, N., Feiner, T., Radmayr, M., Blei, D., Fleischmann, A. Dynamic Catenation and Execution of Cross Organisational Business Processes - The jCPEX! approach",2010,1,1,1,0
Thomas Rothschädl,Metasonic AG Hettenshausen,Platform for Managing and Routing Cross-Organizational Business Processes on a Network Router,2011,"Meyer, N., Feiner, T., Radmayr, M., Blei, D., Fleischmann, A. Dynamic Catenation and Execution of Cross Organisational Business Processes - The jCPEX! approach",2010,1,1,1,0
Albert Fleischmann,Metasonic AG Hettenshausen,Platform for Managing and Routing Cross-Organizational Business Processes on a Network Router,2011,"Meyer, N., Feiner, T., Radmayr, M., Blei, D., Fleischmann, A. Dynamic Catenation and Execution of Cross Organisational Business Processes - The jCPEX! approach",2010,1,1,1,0
Nils Meyer,Metasonic AG Hettenshausen,Platform for Managing and Routing Cross-Organizational Business Processes on a Network Router,2011,"Decker, G., Kopp, O., Barros, A. An Introduction to Service Choreographies",2008,1,0,1,0
Markus Radmayr,Metasonic AG Hettenshausen,Platform for Managing and Routing Cross-Organizational Business Processes on a Network Router,2011,"Decker, G., Kopp, O., Barros, A. An Introduction to Service Choreographies",2008,1,0,1,0
Richard Heininger,Metasonic AG Hettenshausen,Platform for Managing and Routing Cross-Organizational Business Processes on a Network Router,2011,"Decker, G., Kopp, O., Barros, A. An Introduction to Service Choreographies",2008,1,0,1,0
Thomas Rothschädl,Metasonic AG Hettenshausen,Platform for Managing and Routing Cross-Organizational Business Processes on a Network Router,2011,"Decker, G., Kopp, O., Barros, A. An Introduction to Service Choreographies",2008,1,0,1,0
Albert Fleischmann,Metasonic AG Hettenshausen,Platform for Managing and Routing Cross-Organizational Business Processes on a Network Router,2011,"Decker, G., Kopp, O., Barros, A. An Introduction to Service Choreographies",2008,1,0,1,0
Nils Meyer,Metasonic AG Hettenshausen,Platform for Managing and Routing Cross-Organizational Business Processes on a Network Router,2011,"Aitenbichler, E., Borgert, S., Mühlhäuser, M. Distributed Execution of S-BPM Business Processes",2010,1,1,1,0
Markus Radmayr,Metasonic AG Hettenshausen,Platform for Managing and Routing Cross-Organizational Business Processes on a Network Router,2011,"Aitenbichler, E., Borgert, S., Mühlhäuser, M. Distributed Execution of S-BPM Business Processes",2010,1,1,1,0
Richard Heininger,Metasonic AG Hettenshausen,Platform for Managing and Routing Cross-Organizational Business Processes on a Network Router,2011,"Aitenbichler, E., Borgert, S., Mühlhäuser, M. Distributed Execution of S-BPM Business Processes",2010,1,1,1,0
Thomas Rothschädl,Metasonic AG Hettenshausen,Platform for Managing and Routing Cross-Organizational Business Processes on a Network Router,2011,"Aitenbichler, E., Borgert, S., Mühlhäuser, M. Distributed Execution of S-BPM Business Processes",2010,1,1,1,0
Albert Fleischmann,Metasonic AG Hettenshausen,Platform for Managing and Routing Cross-Organizational Business Processes on a Network Router,2011,"Aitenbichler, E., Borgert, S., Mühlhäuser, M. Distributed Execution of S-BPM Business Processes",2010,1,1,1,0
Nils Meyer,Metasonic AG Hettenshausen,Platform for Managing and Routing Cross-Organizational Business Processes on a Network Router,2011,"Fleischmann, A. What is S-BPM? In: Buchwald, H",2009,1,1,1,0
Markus Radmayr,Metasonic AG Hettenshausen,Platform for Managing and Routing Cross-Organizational Business Processes on a Network Router,2011,"Fleischmann, A. What is S-BPM? In: Buchwald, H",2009,1,1,1,0
Richard Heininger,Metasonic AG Hettenshausen,Platform for Managing and Routing Cross-Organizational Business Processes on a Network Router,2011,"Fleischmann, A. What is S-BPM? In: Buchwald, H",2009,1,1,1,0
Thomas Rothschädl,Metasonic AG Hettenshausen,Platform for Managing and Routing Cross-Organizational Business Processes on a Network Router,2011,"Fleischmann, A. What is S-BPM? In: Buchwald, H",2009,1,1,1,0
Albert Fleischmann,Metasonic AG Hettenshausen,Platform for Managing and Routing Cross-Organizational Business Processes on a Network Router,2011,"Fleischmann, A. What is S-BPM? In: Buchwald, H",2009,1,1,1,0
Stephan Borgert,Technische Universität Darmstadt Darmstadt and Technische Universität Braunschweig Braunschweig,ePASS-IoS 1.1: Enabling Inter-enterprise Business Process Modeling by S-BPM and the Internet of Services Concept,2011,"Aitenbichler, E., Borgert, S. Application of subject-oriented modeling in automatic service composition",2009,1,1,1,0
Joachim Steinmetz,Technische Universität Darmstadt Darmstadt and Technische Universität Braunschweig Braunschweig,ePASS-IoS 1.1: Enabling Inter-enterprise Business Process Modeling by S-BPM and the Internet of Services Concept,2011,"Aitenbichler, E., Borgert, S. Application of subject-oriented modeling in automatic service composition",2009,1,1,1,0
Max Mühlhäuser,Technische Universität Darmstadt Darmstadt and Technische Universität Braunschweig Braunschweig,ePASS-IoS 1.1: Enabling Inter-enterprise Business Process Modeling by S-BPM and the Internet of Services Concept,2011,"Aitenbichler, E., Borgert, S. Application of subject-oriented modeling in automatic service composition",2009,1,1,1,0
Stephan Borgert,Technische Universität Darmstadt Darmstadt and Technische Universität Braunschweig Braunschweig,ePASS-IoS 1.1: Enabling Inter-enterprise Business Process Modeling by S-BPM and the Internet of Services Concept,2011,"Decker, G., Kopp, O., Leymann, F., Weske, M. Interacting services: From specification to execution",2009,1,0,1,0
Joachim Steinmetz,Technische Universität Darmstadt Darmstadt and Technische Universität Braunschweig Braunschweig,ePASS-IoS 1.1: Enabling Inter-enterprise Business Process Modeling by S-BPM and the Internet of Services Concept,2011,"Decker, G., Kopp, O., Leymann, F., Weske, M. Interacting services: From specification to execution",2009,1,0,1,0
Max Mühlhäuser,Technische Universität Darmstadt Darmstadt and Technische Universität Braunschweig Braunschweig,ePASS-IoS 1.1: Enabling Inter-enterprise Business Process Modeling by S-BPM and the Internet of Services Concept,2011,"Decker, G., Kopp, O., Leymann, F., Weske, M. Interacting services: From specification to execution",2009,1,0,1,0
Stephan Borgert,Technische Universität Darmstadt Darmstadt and Technische Universität Braunschweig Braunschweig,ePASS-IoS 1.1: Enabling Inter-enterprise Business Process Modeling by S-BPM and the Internet of Services Concept,2011,"Fleischmann, A. PASS - A Technique for Specifying Communication Protocols",1987,1,1,1,0
Joachim Steinmetz,Technische Universität Darmstadt Darmstadt and Technische Universität Braunschweig Braunschweig,ePASS-IoS 1.1: Enabling Inter-enterprise Business Process Modeling by S-BPM and the Internet of Services Concept,2011,"Fleischmann, A. PASS - A Technique for Specifying Communication Protocols",1987,1,1,1,0
Max Mühlhäuser,Technische Universität Darmstadt Darmstadt and Technische Universität Braunschweig Braunschweig,ePASS-IoS 1.1: Enabling Inter-enterprise Business Process Modeling by S-BPM and the Internet of Services Concept,2011,"Fleischmann, A. PASS - A Technique for Specifying Communication Protocols",1987,1,1,1,0
Stephan Borgert,Technische Universität Darmstadt Darmstadt and Technische Universität Braunschweig Braunschweig,ePASS-IoS 1.1: Enabling Inter-enterprise Business Process Modeling by S-BPM and the Internet of Services Concept,2011,"Fleischmann, A. What is S-BPM? In: Buchwald, H",2009,1,1,1,0
Joachim Steinmetz,Technische Universität Darmstadt Darmstadt and Technische Universität Braunschweig Braunschweig,ePASS-IoS 1.1: Enabling Inter-enterprise Business Process Modeling by S-BPM and the Internet of Services Concept,2011,"Fleischmann, A. What is S-BPM? In: Buchwald, H",2009,1,1,1,0
Max Mühlhäuser,Technische Universität Darmstadt Darmstadt and Technische Universität Braunschweig Braunschweig,ePASS-IoS 1.1: Enabling Inter-enterprise Business Process Modeling by S-BPM and the Internet of Services Concept,2011,"Fleischmann, A. What is S-BPM? In: Buchwald, H",2009,1,1,1,0
Stephan Borgert,Technische Universität Darmstadt Darmstadt and Technische Universität Braunschweig Braunschweig,ePASS-IoS 1.1: Enabling Inter-enterprise Business Process Modeling by S-BPM and the Internet of Services Concept,2011,"Fleischmann, A., Lippe, S., Meyer, N., Stary, C. Coherent task modeling and execution based on subject-oriented representations",2009,1,1,1,0
Joachim Steinmetz,Technische Universität Darmstadt Darmstadt and Technische Universität Braunschweig Braunschweig,ePASS-IoS 1.1: Enabling Inter-enterprise Business Process Modeling by S-BPM and the Internet of Services Concept,2011,"Fleischmann, A., Lippe, S., Meyer, N., Stary, C. Coherent task modeling and execution based on subject-oriented representations",2009,1,1,1,0
Max Mühlhäuser,Technische Universität Darmstadt Darmstadt and Technische Universität Braunschweig Braunschweig,ePASS-IoS 1.1: Enabling Inter-enterprise Business Process Modeling by S-BPM and the Internet of Services Concept,2011,"Fleischmann, A., Lippe, S., Meyer, N., Stary, C. Coherent task modeling and execution based on subject-oriented representations",2009,1,1,1,0
Stephan Borgert,Technische Universität Darmstadt Darmstadt and Technische Universität Braunschweig Braunschweig,ePASS-IoS 1.1: Enabling Inter-enterprise Business Process Modeling by S-BPM and the Internet of Services Concept,2011,"Kopp, O., Engler, L., van Lessen, T., Leymann, F., Nitzsche, J. Interaction Choreography Models in BPEL: Choreographies on the Enterprise Service Bus",2010,1,0,1,0
Joachim Steinmetz,Technische Universität Darmstadt Darmstadt and Technische Universität Braunschweig Braunschweig,ePASS-IoS 1.1: Enabling Inter-enterprise Business Process Modeling by S-BPM and the Internet of Services Concept,2011,"Kopp, O., Engler, L., van Lessen, T., Leymann, F., Nitzsche, J. Interaction Choreography Models in BPEL: Choreographies on the Enterprise Service Bus",2010,1,0,1,0
Max Mühlhäuser,Technische Universität Darmstadt Darmstadt and Technische Universität Braunschweig Braunschweig,ePASS-IoS 1.1: Enabling Inter-enterprise Business Process Modeling by S-BPM and the Internet of Services Concept,2011,"Kopp, O., Engler, L., van Lessen, T., Leymann, F., Nitzsche, J. Interaction Choreography Models in BPEL: Choreographies on the Enterprise Service Bus",2010,1,0,1,0
Shinji Nakamura,NEC Corporation Tokyo,"CGAA/EES at NEC Corporation, Powered by S-BPM: The Subject-Oriented BPM Development Technique Using Top-Down Approach",2011,"Fleischmann, A., Schmidt, W., Stary, C., Obermeier, S., Börger, E. Subjektorientiertes Prozessmanagement, München ",2011,1,1,0,0
Toshihiro Tan,NEC Corporation Tokyo,"CGAA/EES at NEC Corporation, Powered by S-BPM: The Subject-Oriented BPM Development Technique Using Top-Down Approach",2011,"Fleischmann, A., Schmidt, W., Stary, C., Obermeier, S., Börger, E. Subjektorientiertes Prozessmanagement, München ",2011,1,1,0,0
Takeshi Hirayama,NEC Corporation Tokyo,"CGAA/EES at NEC Corporation, Powered by S-BPM: The Subject-Oriented BPM Development Technique Using Top-Down Approach",2011,"Fleischmann, A., Schmidt, W., Stary, C., Obermeier, S., Börger, E. Subjektorientiertes Prozessmanagement, München ",2011,1,1,0,0
Hiroyuki Kawai,NEC Corporation Tokyo,"CGAA/EES at NEC Corporation, Powered by S-BPM: The Subject-Oriented BPM Development Technique Using Top-Down Approach",2011,"Fleischmann, A., Schmidt, W., Stary, C., Obermeier, S., Börger, E. Subjektorientiertes Prozessmanagement, München ",2011,1,1,0,0
Shota Komiyama,NEC Corporation Tokyo,"CGAA/EES at NEC Corporation, Powered by S-BPM: The Subject-Oriented BPM Development Technique Using Top-Down Approach",2011,"Fleischmann, A., Schmidt, W., Stary, C., Obermeier, S., Börger, E. Subjektorientiertes Prozessmanagement, München ",2011,1,1,0,0
Sadao Hosaka,NEC Corporation Tokyo,"CGAA/EES at NEC Corporation, Powered by S-BPM: The Subject-Oriented BPM Development Technique Using Top-Down Approach",2011,"Fleischmann, A., Schmidt, W., Stary, C., Obermeier, S., Börger, E. Subjektorientiertes Prozessmanagement, München ",2011,1,1,0,0
Minoru Nakamura,NEC Corporation Tokyo,"CGAA/EES at NEC Corporation, Powered by S-BPM: The Subject-Oriented BPM Development Technique Using Top-Down Approach",2011,"Fleischmann, A., Schmidt, W., Stary, C., Obermeier, S., Börger, E. Subjektorientiertes Prozessmanagement, München ",2011,1,1,0,0
Katsuhiro Yuki,NEC Corporation Tokyo,"CGAA/EES at NEC Corporation, Powered by S-BPM: The Subject-Oriented BPM Development Technique Using Top-Down Approach",2011,"Fleischmann, A., Schmidt, W., Stary, C., Obermeier, S., Börger, E. Subjektorientiertes Prozessmanagement, München ",2011,1,1,0,0
Shinji Nakamura,NEC Corporation Tokyo,"CGAA/EES at NEC Corporation, Powered by S-BPM: The Subject-Oriented BPM Development Technique Using Top-Down Approach",2011,"Fleischmann, A. What is S-BPM? In: Buchwald, H",2009,1,1,0,0
Toshihiro Tan,NEC Corporation Tokyo,"CGAA/EES at NEC Corporation, Powered by S-BPM: The Subject-Oriented BPM Development Technique Using Top-Down Approach",2011,"Fleischmann, A. What is S-BPM? In: Buchwald, H",2009,1,1,0,0
Takeshi Hirayama,NEC Corporation Tokyo,"CGAA/EES at NEC Corporation, Powered by S-BPM: The Subject-Oriented BPM Development Technique Using Top-Down Approach",2011,"Fleischmann, A. What is S-BPM? In: Buchwald, H",2009,1,1,0,0
Hiroyuki Kawai,NEC Corporation Tokyo,"CGAA/EES at NEC Corporation, Powered by S-BPM: The Subject-Oriented BPM Development Technique Using Top-Down Approach",2011,"Fleischmann, A. What is S-BPM? In: Buchwald, H",2009,1,1,0,0
Shota Komiyama,NEC Corporation Tokyo,"CGAA/EES at NEC Corporation, Powered by S-BPM: The Subject-Oriented BPM Development Technique Using Top-Down Approach",2011,"Fleischmann, A. What is S-BPM? In: Buchwald, H",2009,1,1,0,0
Sadao Hosaka,NEC Corporation Tokyo,"CGAA/EES at NEC Corporation, Powered by S-BPM: The Subject-Oriented BPM Development Technique Using Top-Down Approach",2011,"Fleischmann, A. What is S-BPM? In: Buchwald, H",2009,1,1,0,0
Minoru Nakamura,NEC Corporation Tokyo,"CGAA/EES at NEC Corporation, Powered by S-BPM: The Subject-Oriented BPM Development Technique Using Top-Down Approach",2011,"Fleischmann, A. What is S-BPM? In: Buchwald, H",2009,1,1,0,0
Katsuhiro Yuki,NEC Corporation Tokyo,"CGAA/EES at NEC Corporation, Powered by S-BPM: The Subject-Oriented BPM Development Technique Using Top-Down Approach",2011,"Fleischmann, A. What is S-BPM? In: Buchwald, H",2009,1,1,0,0
Shinji Nakamura,NEC Corporation Tokyo,"CGAA/EES at NEC Corporation, Powered by S-BPM: The Subject-Oriented BPM Development Technique Using Top-Down Approach",2011,"Schmidt, W., Fleischmann, A., Gilbert, O. Subjektorientiertes Geschäftsprozessmanagement",2009,1,1,0,0
Toshihiro Tan,NEC Corporation Tokyo,"CGAA/EES at NEC Corporation, Powered by S-BPM: The Subject-Oriented BPM Development Technique Using Top-Down Approach",2011,"Schmidt, W., Fleischmann, A., Gilbert, O. Subjektorientiertes Geschäftsprozessmanagement",2009,1,1,0,0
Takeshi Hirayama,NEC Corporation Tokyo,"CGAA/EES at NEC Corporation, Powered by S-BPM: The Subject-Oriented BPM Development Technique Using Top-Down Approach",2011,"Schmidt, W., Fleischmann, A., Gilbert, O. Subjektorientiertes Geschäftsprozessmanagement",2009,1,1,0,0
Hiroyuki Kawai,NEC Corporation Tokyo,"CGAA/EES at NEC Corporation, Powered by S-BPM: The Subject-Oriented BPM Development Technique Using Top-Down Approach",2011,"Schmidt, W., Fleischmann, A., Gilbert, O. Subjektorientiertes Geschäftsprozessmanagement",2009,1,1,0,0
Shota Komiyama,NEC Corporation Tokyo,"CGAA/EES at NEC Corporation, Powered by S-BPM: The Subject-Oriented BPM Development Technique Using Top-Down Approach",2011,"Schmidt, W., Fleischmann, A., Gilbert, O. Subjektorientiertes Geschäftsprozessmanagement",2009,1,1,0,0
Sadao Hosaka,NEC Corporation Tokyo,"CGAA/EES at NEC Corporation, Powered by S-BPM: The Subject-Oriented BPM Development Technique Using Top-Down Approach",2011,"Schmidt, W., Fleischmann, A., Gilbert, O. Subjektorientiertes Geschäftsprozessmanagement",2009,1,1,0,0
Minoru Nakamura,NEC Corporation Tokyo,"CGAA/EES at NEC Corporation, Powered by S-BPM: The Subject-Oriented BPM Development Technique Using Top-Down Approach",2011,"Schmidt, W., Fleischmann, A., Gilbert, O. Subjektorientiertes Geschäftsprozessmanagement",2009,1,1,0,0
Katsuhiro Yuki,NEC Corporation Tokyo,"CGAA/EES at NEC Corporation, Powered by S-BPM: The Subject-Oriented BPM Development Technique Using Top-Down Approach",2011,"Schmidt, W., Fleischmann, A., Gilbert, O. Subjektorientiertes Geschäftsprozessmanagement",2009,1,1,0,0
Egon Börger,Dipartimento di Informatica Università di Pisa,The Subject-Oriented Approach to Software Design and the Abstract State Machines Method,2012,"Börger, E. A Logical Operational Semantics for Full Prolog",1989,1,0,0,0
Egon Börger,Dipartimento di Informatica Università di Pisa,The Subject-Oriented Approach to Software Design and the Abstract State Machines Method,2012,"Börger, E. A Logical Operational Semantics of Full Prolog",1990,1,0,0,0
Egon Börger,Dipartimento di Informatica Università di Pisa,The Subject-Oriented Approach to Software Design and the Abstract State Machines Method,2012,"Börger, E. A logical operational semantics for full Prolog",1992,1,0,0,0
Egon Börger,Dipartimento di Informatica Università di Pisa,The Subject-Oriented Approach to Software Design and the Abstract State Machines Method,2012,"Börger, E. Logic programming: The Evolving Algebra approach",1994,1,0,0,0
Egon Börger,Dipartimento di Informatica Università di Pisa,The Subject-Oriented Approach to Software Design and the Abstract State Machines Method,2012,"Börger, E. Why Use Evolving Algebras for Hardware and Software Engineering? In: Bartosek, M",1995,1,0,0,0
Egon Börger,Dipartimento di Informatica Università di Pisa,The Subject-Oriented Approach to Software Design and the Abstract State Machines Method,2012,"Börger, E. High-Level System Design and Analysis Using Abstract State Machines",1998,1,0,0,0
Egon Börger,Dipartimento di Informatica Università di Pisa,The Subject-Oriented Approach to Software Design and the Abstract State Machines Method,2012,"Börger, E. The origins and the development of the ASM method for high-level system design and analysis",2002,1,0,0,0
Egon Börger,Dipartimento di Informatica Università di Pisa,The Subject-Oriented Approach to Software Design and the Abstract State Machines Method,2012,"Börger, E. The ASM refinement method",2003,1,0,0,0
Egon Börger,Dipartimento di Informatica Università di Pisa,The Subject-Oriented Approach to Software Design and the Abstract State Machines Method,2012,"Börger, E. Construction and analysis of ground models and their refinements as a foundation for validating computer based systems",2007,1,0,0,0
Egon Börger,Dipartimento di Informatica Università di Pisa,The Subject-Oriented Approach to Software Design and the Abstract State Machines Method,2012,"Börger, E. Approaches to modeling business processes",2011,1,0,0,0
Egon Börger,Dipartimento di Informatica Università di Pisa,The Subject-Oriented Approach to Software Design and the Abstract State Machines Method,2012,"Börger, E., Cisternino, A., Gervasi, V. Ambient Abstract State Machines with applications",2011,1,0,0,0
Egon Börger,Dipartimento di Informatica Università di Pisa,The Subject-Oriented Approach to Software Design and the Abstract State Machines Method,2012,"Börger, E., Dässler, K. Prolog: DIN papers for discussion",1990,1,0,0,0
Egon Börger,Dipartimento di Informatica Università di Pisa,The Subject-Oriented Approach to Software Design and the Abstract State Machines Method,2012,"Börger, E., Durdanović, I. Correctness of compiling Occam to Transputer code",1996,1,0,0,0
Egon Börger,Dipartimento di Informatica Università di Pisa,The Subject-Oriented Approach to Software Design and the Abstract State Machines Method,2012,"Börger, E., Fruja, G., Gervasi, V., Stärk, R. A high-level modular definition of the semantics of C#",2005,1,0,0,0
Egon Börger,Dipartimento di Informatica Università di Pisa,The Subject-Oriented Approach to Software Design and the Abstract State Machines Method,2012,"Börger, E., Gargantini, A., Riccobene, E. Abstract State Machines",2006,1,0,0,0
Egon Börger,Dipartimento di Informatica Università di Pisa,The Subject-Oriented Approach to Software Design and the Abstract State Machines Method,2012,"Börger, E., Päppinghaus, P., Schmid, J. Report on a Practical Application of ASMs in Software Design",2000,1,0,0,0
Egon Börger,Dipartimento di Informatica Università di Pisa,The Subject-Oriented Approach to Software Design and the Abstract State Machines Method,2012,"Börger, E., Prinz, A. Quo Vadis Abstract State Machines? J",1921,1,0,0,0
Egon Börger,Dipartimento di Informatica Università di Pisa,The Subject-Oriented Approach to Software Design and the Abstract State Machines Method,2012,"Börger, E., Rosenzweig, D. From Prolog Algebras Towards WAM – a Mathematical Study of Implementation",1990,1,0,0,0
Egon Börger,Dipartimento di Informatica Università di Pisa,The Subject-Oriented Approach to Software Design and the Abstract State Machines Method,2012,"Börger, E., Rosenzweig, D. WAM Algebras – a Mathematical Study of Implementation, Part 2",1990,1,0,0,0
Egon Börger,Dipartimento di Informatica Università di Pisa,The Subject-Oriented Approach to Software Design and the Abstract State Machines Method,2012,"Börger, E., Rosenzweig, D. The WAM – definition and compiler correctness",1995,1,0,0,0
Egon Börger,Dipartimento di Informatica Università di Pisa,The Subject-Oriented Approach to Software Design and the Abstract State Machines Method,2012,"Börger, E., Stärk, R.F. Abstract State Machines",2003,1,0,0,0
Egon Börger,Dipartimento di Informatica Università di Pisa,The Subject-Oriented Approach to Software Design and the Abstract State Machines Method,2012,"Fleischmann, A. Distributed Systems: Software Design and Implementation",1994,1,1,0,0
Egon Börger,Dipartimento di Informatica Università di Pisa,The Subject-Oriented Approach to Software Design and the Abstract State Machines Method,2012,"Fleischmann, A. Sbpm2NatLang converter",2011,1,1,0,0
Egon Börger,Dipartimento di Informatica Università di Pisa,The Subject-Oriented Approach to Software Design and the Abstract State Machines Method,2012,"Fleischmann, A., Schmidt, W., Stary, C., Obermeier, S., Börger, E. Subjektorientiertes Prozessmanagement",2011,1,1,0,0
Egon Börger,Dipartimento di Informatica Università di Pisa,The Subject-Oriented Approach to Software Design and the Abstract State Machines Method,2012,"Fleischmann, A., Stary, C. Whom to talk to? A stakeholder perspective on business process development",2011,1,1,0,0
Egon Börger,Dipartimento di Informatica Università di Pisa,The Subject-Oriented Approach to Software Design and the Abstract State Machines Method,2012,"Fruja, N.G., Börger, E. Modeling the ",2006,1,0,0,0
Egon Börger,Dipartimento di Informatica Università di Pisa,The Subject-Oriented Approach to Software Design and the Abstract State Machines Method,2012,"Stärk, R.F., Schmid, J., Börger, E. Java and the Java Virtual Machine: Definition, Verification, Validation",2001,1,0,0,0
Thomas Rothschädl,Metasonic AG Pfaffenhofen,Ad-Hoc Adaption of Subject-Oriented Business Processes at Runtime to Support Organizational Learning,2012,"Fleischmann, A. What is S-BPM? In: Buchwald, H",2009,1,1,0,0
Thomas Rothschädl,Metasonic AG Pfaffenhofen,Ad-Hoc Adaption of Subject-Oriented Business Processes at Runtime to Support Organizational Learning,2012,"Fleischmann, A., Schmidt, W., Stary, C., Obermeier, S., Börger, E. Subjektorientiertes Prozessmanagement: Mitarbeiter einbinden, Motivation und Prozessakzeptanz steigern",2011,1,1,0,0
Thomas Rothschädl,Metasonic AG Pfaffenhofen,Ad-Hoc Adaption of Subject-Oriented Business Processes at Runtime to Support Organizational Learning,2012,"Gottanka, R., Meyer, N. ModelAsYouGo: ",2012,1,1,0,0
Thomas Rothschädl,Metasonic AG Pfaffenhofen,Ad-Hoc Adaption of Subject-Oriented Business Processes at Runtime to Support Organizational Learning,2012,"Meyer, N., Feiner, T., Radmayr, M., Blei, D., Fleischmann, A. Dynamic Catenation and Execution of Cross Organisational Business Processes - The jCPEX! Approach",2010,1,1,0,0
Thomas Rothschädl,Metasonic AG Pfaffenhofen,Ad-Hoc Adaption of Subject-Oriented Business Processes at Runtime to Support Organizational Learning,2012,"Meyer, N., Radmayr, M., Heininger, R., Rothschädl, T., Fleischmann, A. Platform for Managing and Routing Cross-Organizational Business Processes on a Network Router",2011,1,1,0,0
Thomas Rothschädl,Metasonic AG Pfaffenhofen,Ad-Hoc Adaption of Subject-Oriented Business Processes at Runtime to Support Organizational Learning,2012,"Oppl, S. Subject-Oriented Elicitation of Distributed Business Process Knowledge",2011,1,1,0,0
Alexander Lawall,Hof University Institute of Information Systems Hof,An Approach towards Subject-Oriented Access Control,2012,"Kurz, M., Fleischmann, A. BPM 2",2010,1,1,0,0
Thomas Schaller,Hof University Institute of Information Systems Hof,An Approach towards Subject-Oriented Access Control,2012,"Kurz, M., Fleischmann, A. BPM 2",2010,1,1,0,0
Dominik Reichelt,Hof University Institute of Information Systems Hof,An Approach towards Subject-Oriented Access Control,2012,"Kurz, M., Fleischmann, A. BPM 2",2010,1,1,0,0
Alexander Lawall,Hof University Institute of Information Systems Hof,An Approach towards Subject-Oriented Access Control,2012,"Lawall, A., Reichelt, D., Schaller, T. Intelligente Verzeichnisdienste",2011,1,0,0,0
Thomas Schaller,Hof University Institute of Information Systems Hof,An Approach towards Subject-Oriented Access Control,2012,"Lawall, A., Reichelt, D., Schaller, T. Intelligente Verzeichnisdienste",2011,1,0,0,0
Dominik Reichelt,Hof University Institute of Information Systems Hof,An Approach towards Subject-Oriented Access Control,2012,"Lawall, A., Reichelt, D., Schaller, T. Intelligente Verzeichnisdienste",2011,1,0,0,0
Alexander Lawall,Hof University Institute of Information Systems Hof,An Approach towards Subject-Oriented Access Control,2012,"Lawall, A., Reichelt, D., Schaller, T. Flexible Role-based Access Control",2010,1,0,0,0
Thomas Schaller,Hof University Institute of Information Systems Hof,An Approach towards Subject-Oriented Access Control,2012,"Lawall, A., Reichelt, D., Schaller, T. Flexible Role-based Access Control",2010,1,0,0,0
Dominik Reichelt,Hof University Institute of Information Systems Hof,An Approach towards Subject-Oriented Access Control,2012,"Lawall, A., Reichelt, D., Schaller, T. Flexible Role-based Access Control",2010,1,0,0,0
Alexander Lawall,Hof University Institute of Information Systems Hof,An Approach towards Subject-Oriented Access Control,2012,"Schmidt, W., Fleischmann, A., Gilbert, O. Subjektorientiertes Geschäftsprozessmanagement",2009,1,1,0,0
